Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,215.77,5226165174272,85.2,214.5,19.85,8.71,42.3,202.07,188.24,True,True,True,BULLISH TREND,False,59.31,NEUTRAL,5,Marvell stock extends gains after a 32% pop as Nvidia CEO calls chipmaker 'the next trillion-dollar company' | Portfolio manager explains why Sanmina Corp. is a good buy | How Nio Is Proving It's a Top Auto Stock Despite Brutal the Price War,33.04,17.08,46335873024.0,6.555,114.29,62.97,87.84,BUY SIGNAL
MTB,https://www.tradingview.com/chart/?symbol=MTB,M&T Bank Corporation,Financial Services,214.76,31450540032,5.7,24.4,-1.24,1.02,72.71,211.74,201.76,True,True,True,WATCH - OVERBOUGHT,False,54.94,NEUTRAL,5,"Here's Why We Think M&T Bank (NYSE:MTB) Might Deserve Your Attention Today | Banks Are Buying Back Stock Hand Over Fist, Including These 3 Names | M&T Bank Stock: Is Wall Street Bullish or Bearish?",12.05,10.3,,,10.29,31.48,46.4,IGNORE
WM,https://www.tradingview.com/chart/?symbol=WM,"Waste Management, Inc.",Industrials,216.79,87057604608,3.5,13.3,-10.59,-4.85,50.71,223.87,220.75,False,False,True,NO CLEAR ENTRY,False,49.18,NEUTRAL,5,Is Waste Management Stock Underperforming the Nasdaq? | Waste Management (WM) Benefits From Scale Few Competitors Can Match | Is Waste Management (WM) Starting To Look Attractive After Recent Share Price Pullback?,31.37,23.44,2136749952.0,228.408,29.94,10.99,46.28,IGNORE
WMB,https://www.tradingview.com/chart/?symbol=WMB,"The Williams Companies, Inc.",Energy,72.375,88514502656,9.0,25.0,-3.93,-4.02,40.39,73.64,65.25,False,True,True,NO CLEAR ENTRY,False,71.34,POSITIVE,5,Why Is The Williams Companies (WMB) Down 6.3% Since Last Earnings Report? | How Will Rising Gas Demand Shape Kinder Morgan's Business Outlook? | UGP or WMB: Which Is the Better Value Stock Right Now?,31.74,28.19,-190250000.0,199.855,19.66,23.06,46.21,IGNORE
CMCSA,https://www.tradingview.com/chart/?symbol=CMCSA,Comcast Corporation,Communication Services,23.69,84626096128,5.3,-32.6,-22.72,-12.49,31.45,26.97,27.88,False,False,False,NO CLEAR ENTRY,False,64.01,POSITIVE,5,"Universal theme park gets £1.3bn taxpayer support - as name is revealed | Here’s what’s worth streaming in June 2026 on Netflix, Hulu, HBO Max and more | Comcast Corporation (CMCSA) is Attracting Investor Attention: Here is What You Should Know",4.65,6.24,4013125120.0,106.858,20.92,15.0,46.17,IGNORE
GEHC,https://www.tradingview.com/chart/?symbol=GEHC,GE HealthCare Technologies Inc.,Healthcare,61.5754,28010143744,7.4,-30.9,-21.15,1.03,48.65,66.92,75.13,False,False,False,NO CLEAR ENTRY,False,48.98,NEUTRAL,5,3 Value Stocks with Questionable Fundamentals | Evaluating GE HealthCare Technologies (GEHC) Valuation After Recent Share Price Weakness | GE HealthCare (GEHC) Up 3.3% Since Last Earnings Report: Can It Continue?,14.77,11.47,1483624960.0,97.055,19.46,9.1,45.97,IGNORE
WY,https://www.tradingview.com/chart/?symbol=WY,Weyerhaeuser Company,Real Estate,24.665,17784516608,-2.0,96.6,0.44,4.82,66.99,24.13,24.07,True,True,True,BULLISH TREND,False,54.4,NEUTRAL,5,Why Is Boise Cascade (BCC) Down 4% Since Last Earnings Report? | Argan Gears Up for Q1 Earnings: What's in the Offing for the Stock? | What Makes Weyerhaeuser Company (WY) a Good Investment?,44.04,35.39,-45875000.0,57.729,4.16,5.78,45.8,IGNORE
CMS,https://www.tradingview.com/chart/?symbol=CMS,CMS Energy Corporation,Utilities,72.945,22534141952,11.6,8.9,-5.51,-2.88,50.56,75.06,72.57,False,True,True,NO CLEAR ENTRY,False,69.83,POSITIVE,5,Assessing CMS Energy (CMS) Valuation After Recent Share Price Weakness And Mixed Fair Value Signals | Morgan Stanley Trims CMS Energy (CMS) Target While Keeping Equal Weight Rating | Why Is CMS Energy (CMS) Down 0.7% Since Last Earnings Report?,20.21,17.48,-2156000000.0,189.842,10.37,12.55,45.69,IGNORE
KDP,https://www.tradingview.com/chart/?symbol=KDP,Keurig Dr Pepper Inc.,Consumer Defensive,30.865,41993666560,9.4,-47.7,5.3,6.91,69.76,27.91,27.66,True,True,True,BULLISH TREND,False,64.83,POSITIVE,5,Keurig Dr Pepper (KDP) Declares Dividend of $0.23 per Share | 2 Aluminum Stocks Poised for Big Tariff-Related Gains | 1 Consumer Stock Worth Your Attention and 2 We Brush Off,22.86,12.23,-16345499648.0,85.985,6.31,10.81,45.59,IGNORE
DIS,https://www.tradingview.com/chart/?symbol=DIS,The Walt Disney Company,Communication Services,99.67,173078102016,6.5,-29.8,-3.51,-1.62,34.28,101.77,107.76,False,False,False,NO CLEAR ENTRY,False,67.96,POSITIVE,5,AT&T Teams Up With Disney and Pixar on Toy Story 5 Promotional Campaign (T) | Here's Why Walt Disney (DIS) is a Strong Momentum Stock | A Look At Disney (DIS) Valuation As Shares Struggle And Streaming And Experiences Drive New Growth Hopes,15.95,13.3,3751375104.0,41.069,11.01,11.54,45.54,IGNORE
VTRS,https://www.tradingview.com/chart/?symbol=VTRS,Viatris Inc.,Healthcare,15.535,18091325440,8.1,,6.0,2.95,26.02,14.97,12.46,True,True,True,BULLISH TREND,False,49.81,NEUTRAL,5,"Opus Genetics Touts Retinal Gene Therapy Pipeline, September BEST1 Data Catalyst | Assessing Viatris (VTRS) Valuation After FDA Review Acceptance For Fast Acting Non Opioid Meloxicam | 1 Unpopular Stock That Should Get More Attention and 2 We Find Risky",,5.81,2238337536.0,99.675,-1.96,-2.04,45.53,IGNORE
WFC,https://www.tradingview.com/chart/?symbol=WFC,Wells Fargo & Company,Financial Services,78.35,239765831680,5.7,15.1,-4.52,-0.48,71.36,78.88,83.24,False,False,False,WATCH - OVERBOUGHT,False,73.85,POSITIVE,5,Wells Fargo reveals unexpected best days for stock market gains | Does Bank of America's Deposit Franchise Power Earnings Growth? | Wells Fargo (WFC) Rises Higher Than Market: Key Facts,12.11,9.92,,,12.03,26.74,45.51,IGNORE
DASH,https://www.tradingview.com/chart/?symbol=DASH,"DoorDash, Inc.",Consumer Cyclical,151.84,66159529984,33.1,-6.1,-13.46,-12.01,52.24,162.79,207.16,False,False,False,NO CLEAR ENTRY,False,52.01,NEUTRAL,5,"Pizza Hut has a $100 million AI problem | The Retirement Portfolio Case: Ditch the Delivery App, Buy the Railroad | Obsessed with Internet Culture? You Could Make $200,000 Working for DoorDash.",72.3,19.5,2295624960.0,32.194,9.92,6.29,45.31,IGNORE
COR,https://www.tradingview.com/chart/?symbol=COR,"Cencora, Inc.",Healthcare,263.91,51346608128,3.8,128.3,-28.79,-12.89,59.96,294.49,324.49,False,False,False,NO CLEAR ENTRY,False,52.14,NEUTRAL,5,"Is Cencora’s New CFO, $2 Billion Buyback, and Lawsuit Trio Altering The Investment Case For Cencora (COR)? | AbbVie vs. Pfizer: Which Healthcare Stock Is a Better Buy in 2026? | Bath & Body Works Sales Fall Amid Turnaround Efforts",20.21,13.32,-318246112.0,420.985,107.13,0.78,45.27,IGNORE
SBAC,https://www.tradingview.com/chart/?symbol=SBAC,SBA Communications Corporation,Real Estate,200.78,21295331328,5.9,-14.7,3.03,-7.3,43.33,205.05,194.54,False,True,True,BUY THE DIP,False,59.21,NEUTRAL,5,A Look At SBA Communications (SBAC) Valuation After Recent Share Price Volatility | SBA Communications (SBAC) Down 7.5% Since Last Earnings Report: Can It Rebound? | 5 Strong Buy Passive Income Giants Have Raised Their Dividends by Double Digits for Years,21.13,24.77,-301849504.0,,,35.66,45.04,IGNORE
DHR,https://www.tradingview.com/chart/?symbol=DHR,Danaher Corporation,Healthcare,176.88,125190471680,3.7,9.8,-13.11,1.63,65.63,181.03,205.08,False,False,False,NO CLEAR ENTRY,False,54.72,NEUTRAL,5,"How Corning Turned Glass Into Gold | Is It Time To Reassess Danaher (DHR) After Its Recent Share Price Weakness? | Here Are Tuesday’s Top Wall Street Analyst Research Calls: CoreWeave, Danaher, Hewlett Packard Enterprise, Intuit, Knight-Swift, Meta Platforms, Starwood Property Trust, Tripadvisor, and More",34.28,19.43,4568500224.0,37.17,7.08,14.89,45.03,IGNORE
APD,https://www.tradingview.com/chart/?symbol=APD,"Air Products and Chemicals, Inc.",Basic Materials,282.565,62921768960,8.8,,4.14,-5.29,15.02,294.24,272.15,False,True,True,BUY THE DIP,False,61.37,POSITIVE,5,IAMGOLD Expands Cote Gold Resource Base With Updated Estimate | PAAS Strengthens Timmins Operations With Resource Discoveries | Is FCEL's Food Opportunity Flying Under Investors' Radar?,29.74,19.85,-3519237376.0,101.611,12.35,16.91,45.01,IGNORE
LULU,https://www.tradingview.com/chart/?symbol=LULU,lululemon athletica inc.,Consumer Cyclical,125.02,14946253824,0.8,-18.5,-28.26,-3.07,57.79,142.37,172.04,False,False,False,NO CLEAR ENTRY,False,52.26,NEUTRAL,5,Lululemon Earnings: What To Look For From LULU | Is It Time To Reassess lululemon athletica (LULU) After A 62% One Year Share Price Fall | Gap vs. Lululemon: Which Apparel Stock Is Worth Owning Right Now?,9.44,9.51,824078400.0,36.245,34.01,14.22,44.98,IGNORE
TMUS,https://www.tradingview.com/chart/?symbol=TMUS,"T-Mobile US, Inc.",Communication Services,182.03,196993712128,10.6,-12.0,-16.25,-5.86,38.09,193.99,208.76,False,False,False,NO CLEAR ENTRY,False,54.22,NEUTRAL,5,"SpaceX will disrupt $1.6 trillion US communications industry, Oppenheimer says | T-Mobile US (TMUS) Announces Multi-Year Partnership With the United States Golf Association (USGA) | T-Mobile Uses 5G Golf And Grocery Deals To Shape Enterprise Story",19.36,13.03,11147374592.0,218.569,18.02,11.65,44.94,IGNORE
ALNY,https://www.tradingview.com/chart/?symbol=ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,289.365,38633865216,96.4,,-9.19,-2.87,48.24,307.75,383.38,False,False,False,NO CLEAR ENTRY,False,56.43,NEUTRAL,5,Are Options Traders Betting on a Big Move in Alnylam Stock? | JPMorgan says large-cap biotech is back as profits and pipelines fuel upside | Citi Initiates Alnylam (ALNY) With Buy Rating,72.7,20.82,204714128.0,276.203,90.36,12.55,44.91,IGNORE
INTC,https://www.tradingview.com/chart/?symbol=INTC,Intel Corporation,Technology,111.63,561052319744,7.2,,159.0,16.54,40.91,86.35,50.46,True,True,True,BULLISH TREND,False,50.24,NEUTRAL,5,"CRISPR Therapeutics Stock Is Absurdly Cheap -- Here's Why Analysts See 437% Upside Potential | Should You Buy Bitcoin While It's Below $70,000? | SpaceX's Projected $1.75 Trillion IPO Overvalues the Company By More Than 50%, According to This Wall Street Analyst",,72.25,-8301250048.0,36.028,-2.91,-5.9,44.82,IGNORE
CCL,https://www.tradingview.com/chart/?symbol=CCL,Carnival Corporation Ltd.,Consumer Cyclical,27.065,37488803840,6.1,,-4.55,6.08,63.55,26.4,28.25,True,False,False,NO CLEAR ENTRY,False,63.54,POSITIVE,5,Carnival (CCL) Valuation Check After Recent Share Price Rebound And Mixed One Year Returns | Carnival’s LNG Fuel Breakthrough And What It Could Mean For CCL Investors | Carnival (CCL) Stock Declines While Market Improves: Some Information for Investors,11.92,10.4,2174000128.0,203.901,27.85,11.48,44.63,IGNORE
AEP,https://www.tradingview.com/chart/?symbol=AEP,"American Electric Power Company, Inc.",Utilities,128.22,69765144576,10.2,6.7,-2.1,-4.09,50.59,131.09,120.41,False,True,True,NO CLEAR ENTRY,False,56.33,NEUTRAL,5,"A Look At American Electric Power Company (AEP) Valuation After Expanded Capital Plan And Earnings Growth Outlook | Truist Says Data Center Expansion Could Drive Further Upside for American Electric Power (AEP) | American Electric Power (AEP) PT Trimmed by $7, Overweight Rating Maintained",18.97,18.7,-6953449984.0,157.099,12.58,16.29,44.61,IGNORE
RSG,https://www.tradingview.com/chart/?symbol=RSG,"Republic Services, Inc.",Industrials,204.69,62975766528,2.6,7.5,-11.62,-0.9,51.57,209.67,216.53,False,False,False,NO CLEAR ENTRY,False,53.8,NEUTRAL,5,"Is Waste Management Stock Underperforming the Nasdaq? | Top Stock Reports for JPMorgan, GE Aerospace & Western Digital | Republic Services Pick of the Week at Smart Insider Following Share Purchases by Cascade Investments",29.33,25.39,1808875008.0,117.578,18.35,12.99,44.2,IGNORE
HBAN,https://www.tradingview.com/chart/?symbol=HBAN,Huntington Bancshares Incorporated,Financial Services,16.045,32525312000,33.6,-26.5,-3.23,-0.71,63.34,16.12,16.53,False,False,False,NO CLEAR ENTRY,False,57.86,NEUTRAL,5,Top Dividend Stocks To Consider In June 2026 | ChoiceOne Financial Services And 2 Other Top Dividend Stocks To Consider | Can Huntington Turn Growth Momentum Into 30% EPS Expansion by 2027?,12.34,8.42,,,8.39,26.6,44.18,IGNORE
FE,https://www.tradingview.com/chart/?symbol=FE,FirstEnergy Corp.,Utilities,46.025,26622296064,11.6,12.9,-8.05,-0.6,64.46,47.66,45.95,False,True,True,NO CLEAR ENTRY,False,52.68,NEUTRAL,5,FirstEnergy (FE) Down 4.4% Since Last Earnings Report: Can It Rebound? | FE vs. PNW: Which Utility Stock Is a Better Investment Pick in 2026? | FirstEnergy Seeks Ohio Rate Hikes Under New Three-Year Grid Plan,25.01,15.62,-1835124992.0,198.922,9.46,6.94,44.06,IGNORE
PCAR,https://www.tradingview.com/chart/?symbol=PCAR,PACCAR Inc,Industrials,114.99,60517654528,-8.9,19.7,-4.82,0.85,57.12,117.11,109.85,False,True,True,NO CLEAR ENTRY,False,49.8,NEUTRAL,5,1 Cash-Producing Stock on Our Buy List and 2 We Ignore | Assessing PACCAR (PCAR) Valuation After Recent Share Price Weakness | 3 Large-Cap Stocks We Keep Off Our Radar,24.47,16.98,1485162496.0,76.163,13.11,8.91,44.03,IGNORE
PPL,https://www.tradingview.com/chart/?symbol=PPL,PPL Corporation,Utilities,35.44,26663294976,10.8,7.3,-6.65,-6.24,47.02,37.37,36.3,False,False,True,NO CLEAR ENTRY,False,64.27,POSITIVE,5,Assessing PPL (PPL) Valuation After Recent Share Price Pullback And Long Term Growth Plans | Is PPL Emerging as a Key Beneficiary of the AI and Data Center Boom? | PPL vs. IDACORP: Which Utility Stock Looks More Attractive Now?,21.74,16.74,-1615124992.0,135.116,8.32,13.09,43.99,IGNORE
ALLE,https://www.tradingview.com/chart/?symbol=ALLE,Allegion plc,Industrials,127.59,10964556800,9.7,-7.0,-19.13,-3.7,42.97,137.93,158.46,False,False,False,NO CLEAR ENTRY,False,53.18,NEUTRAL,5,"Do Options Traders Know Something About Allegion Stock We Don't? | Allegion (ALLE) Down 4.5% Since Last Earnings Report: Can It Rebound? | Sone Capital Management Adds to MarketAxess Stake, According to Recent SEC Filing",17.43,13.37,494362496.0,105.863,34.18,15.24,43.85,IGNORE
CRH,https://www.tradingview.com/chart/?symbol=CRH,CRH plc,Basic Materials,105.46,70468395008,9.1,,-6.46,-4.47,44.41,109.66,115.12,False,False,False,NO CLEAR ENTRY,False,49.53,NEUTRAL,5,Argan Gears Up for Q1 Earnings: What's in the Offing for the Stock? | This New $125 Million Position Signals Confidence in One Cash-Rich Mining Stock Up 150% in a Year | BP’s Ousted Chair Says He Was Fired Without Explanation,19.57,15.77,786124992.0,83.227,15.81,9.64,43.81,IGNORE
J,https://www.tradingview.com/chart/?symbol=J,Jacobs Solutions Inc.,Industrials,121.94,14398782464,27.0,,-11.92,-6.44,82.5,123.11,137.41,False,False,False,WATCH - OVERBOUGHT,False,68.61,POSITIVE,5,3 Profitable Stocks We Approach with Caution | A Look At Jacobs Solutions (J) Valuation After Melbourne Water Contract Win And Earnings Beat | A Look Back at Government & Technical Consulting Stocks’ Q1 Earnings: Jacobs Solutions (NYSE:J) Vs The Rest Of The Pack,35.97,14.74,512446368.0,138.776,9.38,2.9,43.74,IGNORE
MRSH,https://www.tradingview.com/chart/?symbol=MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,157.9,76075352064,7.6,-15.4,-13.85,-5.94,47.48,168.41,181.62,False,False,False,NO CLEAR ENTRY,False,60.67,POSITIVE,5,2 Large-Cap Stocks to Research Further and 1 We Turn Down | What Marsh & McLennan Companies (MRSH)'s Talent Raid Lawsuit and TriBridge Deal Mean For Shareholders | Marsh Strengthens Advisory Business With TriBridge Acquisition,19.74,13.95,4965374976.0,151.634,27.57,14.26,43.7,IGNORE
OMC,https://www.tradingview.com/chart/?symbol=OMC,Omnicom Group Inc.,Communication Services,73.905,21063383040,69.2,-6.9,-11.79,-3.1,49.1,75.51,75.86,False,False,False,NO CLEAR ENTRY,False,54.98,NEUTRAL,5,"Here Are Wednesday’s Top Wall Street Analyst Research Calls: Boyd Gaming, Chipotle Mexican Grill, Conagra, Dollar General, MGM Resorts International, Omnicom Group, Yum! Brands, and More | 8 'Super-Expensive' Stocks Worth Every Penny And More, Analysts Say | Inside Trump’s Takeover of the American Regulatory Machine",,5.97,5066650112.0,110.574,2.02,0.32,43.65,IGNORE
APTV,https://www.tradingview.com/chart/?symbol=APTV,Aptiv PLC,Consumer Cyclical,77.3,16358267904,5.4,,8.12,29.85,84.91,60.83,74.96,True,True,False,WATCH - OVERBOUGHT,False,62.52,POSITIVE,5,Aptiv (APTV) Is Up 25.7% After Deepening NVIDIA Edge AI Partnership – Has The Bull Case Changed? | Stock Indexes Post New Record Highs Amid AI Enthusiasm | Stocks Push Higher on US Labor Market Strength and AI Spending,46.01,11.34,1091124992.0,103.823,4.08,1.77,43.3,IGNORE
ED,https://www.tradingview.com/chart/?symbol=ED,"Consolidated Edison, Inc.",Utilities,105.27,38795120640,6.2,12.9,-5.53,-3.17,47.36,108.69,102.48,False,True,True,NO CLEAR ENTRY,False,63.85,POSITIVE,5,Here's Why You Should Add Duke Energy Stock to Your Portfolio Now | Southern Company Approves Rate Cut for Georgia Power Customers | CenterPoint Benefits From Strong Capital Recovery & Rising Demand,17.75,16.22,-833249984.0,106.177,8.73,12.52,43.16,IGNORE
CSGP,https://www.tradingview.com/chart/?symbol=CSGP,"CoStar Group, Inc.",Real Estate,32.905,13436944384,22.5,,-29.66,-7.0,56.93,36.24,59.97,False,False,False,NO CLEAR ENTRY,False,60.2,POSITIVE,5,"3 Stocks Estimated To Be Trading At Discounts Ranging From 24% To 49.9% | CoStar Group, Inc. (CSGP) To Acquire Housing Market Data Provider Zonda | Natera And 2 Other Companies That May Be Trading Below Their Estimated Value",470.07,18.3,202200000.0,14.526,0.3,0.73,42.97,IGNORE
MDT,https://www.tradingview.com/chart/?symbol=MDT,Medtronic plc,Healthcare,77.39,99359850496,8.7,-11.8,-19.32,-1.16,54.3,81.47,91.54,False,False,False,NO CLEAR ENTRY,False,66.29,POSITIVE,5,How Medtronic’s Q4 Earnings Jump And 49th Straight Dividend Hike At Medtronic (MDT) Has Changed Its Investment Story | Top Midday Stories: Alphabet Upsizes Equity Capital Raise to $84.75 Billion; SpaceX Planning $135 a Share IPO | ISRG Falls 11% in a Month: Is a Reversal on the Cards for the Stock?,21.62,11.87,4073125120.0,57.06,9.39,13.0,42.9,IGNORE
ABT,https://www.tradingview.com/chart/?symbol=ABT,Abbott Laboratories,Healthcare,87.26,151990616064,7.8,-19.7,-22.71,-0.32,62.62,92.9,114.87,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,MiniMed expands Abbott partnership to add dual glucose-ketone sensor | How A Steady Valuation Is Shaping The Evolving Abbott Laboratories (ABT) Investment Story | Why Investors Are Cautious on Abbott Laboratories (ABT)?,24.44,14.4,6341125120.0,64.773,12.33,13.9,42.85,IGNORE
LUV,https://www.tradingview.com/chart/?symbol=LUV,Southwest Airlines Co.,Industrials,41.0734,20075597824,12.8,,-13.61,7.1,57.56,39.85,38.54,True,True,True,BULLISH TREND,False,75.2,POSITIVE,5,Southwest exec says the free bag and assigned seating overhaul is already paying off | Is Southwest Airlines (LUV) The Best Airline Stock in Billionaire Paul Singer’s Portfolio? | Southwest says plus-size flyers no longer need to buy a second seat — but getting one free isn't guaranteed,27.38,9.07,-372375008.0,93.033,10.06,2.83,42.47,IGNORE
STT,https://www.tradingview.com/chart/?symbol=STT,State Street Corporation,Financial Services,158.17,43776241664,-2.8,-24.1,26.46,6.81,63.79,145.83,126.51,True,True,True,BULLISH TREND,False,62.91,POSITIVE,5,"ARKX vs. XAR: Two ETFs Worthy of Consideration | Goldman Said to Work on Retailer IPO, Boosting Kuwait Push | Are You Looking for a High-Growth Dividend Stock?",16.07,11.45,,,11.26,21.3,42.43,IGNORE
COP,https://www.tradingview.com/chart/?symbol=COP,ConocoPhillips,Energy,119.045,145031806976,-5.3,-20.2,1.19,-3.99,53.44,121.89,102.69,False,True,True,NO CLEAR ENTRY,False,65.13,POSITIVE,5,Here's How the Permian Basin Is Fueling ExxonMobil's Growth Strategy | Pantheon Resources advocates alongside Alaska's major North Slope producers | ConocoPhillips (COP) Is On Jim Cramer’s Radar When It Comes To Oil Stocks,20.18,12.95,5289124864.0,36.143,11.28,12.33,42.31,IGNORE
JNJ,https://www.tradingview.com/chart/?symbol=JNJ,Johnson & Johnson,Healthcare,224.025,539276738560,9.9,-52.9,-8.69,0.5,40.54,230.61,210.3,False,True,True,NO CLEAR ENTRY,False,48.17,NEUTRAL,5,Are You Looking for a High-Growth Dividend Stock? | Can AstraZeneca's Expanding Cancer Portfolio Sustain Momentum? | Johnson & Johnson (JNJ) is Attracting Investor Attention: Here is What You Should Know,25.96,17.62,12511375360.0,67.73,26.42,21.83,42.25,IGNORE
LDOS,https://www.tradingview.com/chart/?symbol=LDOS,"Leidos Holdings, Inc.",Technology,124.955,15717522432,3.7,-7.6,-30.66,-16.03,51.66,142.96,174.17,False,False,False,NO CLEAR ENTRY,False,54.34,NEUTRAL,5,"Yum! Brands upgraded, Chipotle downgraded: Wall Street's top analyst calls | Leidos Holdings, Inc. (LDOS) Is a Trending Stock: Facts to Know Before Betting on It | Jim Cramer on Leidos: “Stock Is in Freefall, That Makes No Sense to Me”",11.43,9.5,1194749952.0,137.125,30.58,8.15,42.15,IGNORE
CHTR,https://www.tradingview.com/chart/?symbol=CHTR,"Charter Communications, Inc.",Communication Services,130.73,18456248320,-1.0,8.9,-43.01,-20.93,36.56,184.49,218.9,False,False,False,NO CLEAR ENTRY,False,51.93,NEUTRAL,5,"Charter Communications (CHTR) Valuation Check After A Steep One Year Share Price Decline | Unpacking Q1 Earnings: Charter (NASDAQ:CHTR) In The Context Of Other Consumer Discretionary - Wireless, Cable and Satellite Stocks | Charter Communications, Inc. (CHTR): One of the Most Oversold S&P 500 Stocks So Far in 2026",3.54,2.96,2403624960.0,459.525,27.5,9.03,41.7,IGNORE
TSCO,https://www.tradingview.com/chart/?symbol=TSCO,Tractor Supply Company,Consumer Cyclical,28.58,14988769280,3.6,-8.1,-44.16,-10.83,44.99,37.08,49.39,False,False,False,NO CLEAR ENTRY,False,66.47,POSITIVE,5,Tractor Supply makes massive bet on pets | Is Tractor Supply (TSCO) Now Offering Value After A 37.5% Year To Date Fall? | Tractor Supply Company (TSCO) Acquires VIP Petcare Veterinary Services,14.08,12.35,350726016.0,254.949,45.5,6.91,41.62,IGNORE
LYB,https://www.tradingview.com/chart/?symbol=LYB,LyondellBasell Industries N.V.,Basic Materials,68.175,22005852160,-6.3,-29.5,18.34,-9.41,33.0,72.57,55.36,False,True,True,BUY THE DIP,False,56.26,NEUTRAL,5,Avient Expands Therma-Tech Portfolio With New Graphite Grades | FUL Expands Sustainable Packaging Portfolio With VerdaFresh | Is LyondellBasell Industries (LYB) Stock Undervalued Right Now?,,9.04,987000000.0,141.24,-6.01,-2.69,41.6,IGNORE
PFE,https://www.tradingview.com/chart/?symbol=PFE,Pfizer Inc.,Healthcare,25.435,144965353472,5.4,-10.1,-2.73,-1.69,39.77,26.36,25.12,False,True,True,NO CLEAR ENTRY,False,49.12,NEUTRAL,5,US lawmakers reveal policy to curb collaboration with Chinese biotech | Can AstraZeneca's Expanding Cancer Portfolio Sustain Momentum? | Pfizer vs Merck: Chasing High Yield vs Higher Returns,19.42,8.97,12376625152.0,71.602,8.31,11.83,41.53,IGNORE
L,https://www.tradingview.com/chart/?symbol=L,Loews Corporation,Financial Services,105.18,21642770432,1.4,-6.3,-5.61,0.09,54.45,107.83,104.4,False,True,True,NO CLEAR ENTRY,False,55.44,NEUTRAL,5,1 Unpopular Stock That Deserves a Second Chance and 2 We Question | A Look At Loews (L) Valuation As Recent Price Swings Cool Longer Term Momentum | Loews reports year-over-year drop in profit,13.38,36.27,2084000000.0,45.603,9.22,8.82,41.49,IGNORE
LHX,https://www.tradingview.com/chart/?symbol=LHX,"L3Harris Technologies, Inc.",Industrials,305.85,56978309120,190.0,-6.1,-16.6,-0.9,50.95,327.68,312.84,False,False,True,NO CLEAR ENTRY,False,63.51,POSITIVE,5,"L3Harris Expansion And Airbus Tie Up Shape Valuation Opportunity | How The L3Harris Technologies (LHX) Investment Story Is Evolving With Recent Developments | Top Analyst Reports for Microsoft, Dell & Thermo Fisher",33.21,22.43,,34.574,,10.37,41.48,IGNORE
WEC,https://www.tradingview.com/chart/?symbol=WEC,"WEC Energy Group, Inc.",Utilities,111.26,36240236544,9.0,7.9,-3.36,-3.63,50.04,113.37,109.98,False,True,True,NO CLEAR ENTRY,False,67.12,POSITIVE,5,What Makes WEC Energy Group (WEC) a Defensive Play? | Is WEC Energy Group (WEC) Fairly Priced After Recent Dividend Stability Focus? | CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates,22.3,18.53,-2067012480.0,153.184,11.68,16.24,41.47,IGNORE
EXR,https://www.tradingview.com/chart/?symbol=EXR,Extra Space Storage Inc.,Real Estate,144.86,31969722368,3.8,-10.6,-2.15,3.97,54.77,139.91,137.73,True,True,True,BULLISH TREND,False,61.25,POSITIVE,5,UBS Reaffirms Buy on Extra Space Storage (EXR) After PT Increase | A Look At Extra Space Storage (EXR) Valuation As Shares Show Mixed Recent Performance | Is Wall Street Bullish or Bearish on Extra Space Storage Stock?,32.55,30.22,1340995200.0,98.092,6.83,27.14,41.1,IGNORE
ZS,https://www.tradingview.com/chart/?symbol=ZS,"Zscaler, Inc.",Technology,134.055,21677969408,25.4,,-13.33,-5.73,43.87,143.09,219.59,False,False,False,NO CLEAR ENTRY,False,53.94,NEUTRAL,5,"The 'Lifeboat Effect': Money Moving From Seat To Stack | FTSE 100 Live: Index falls but outperforms others, B&M and defensives in demand | Identity-Based AI Attacks: SlashID CEO & Co-Founder Vincenzo Iozzo, Live at Nasdaq",,29.15,1108818560.0,78.939,-3.71,-2.44,41.07,IGNORE
SWK,https://www.tradingview.com/chart/?symbol=SWK,"Stanley Black & Decker, Inc.",Industrials,78.8,12249899008,2.7,-34.8,-2.4,5.25,54.43,74.97,74.5,True,True,True,BULLISH TREND,False,60.1,POSITIVE,5,The 2 Best Industrial Stocks to Buy and Hold for Decades | A Look At Stanley Black & Decker (SWK) Valuation After Recent Share Price Movements | Donaldson Gears Up to Report Q3 Earnings: What's in the Offing?,32.3,12.72,842187520.0,77.606,4.17,2.44,41.01,IGNORE
